replicate,n,folds,design,scenario,psi,estimator,estimate,se,ci_lo,ci_hi,covered
1,20000,5,stress,ccmar,0.2558505160746848,full,0.2574232654380954,0.0033984960616472064,0.2507623355556657,0.26408419532052513,1
1,20000,5,stress,ccmar,0.2558505160746848,cc,0.2554173791200332,0.007451149898061692,0.240813393676423,0.2700213645636434,1
1,20000,5,stress,ccmar,0.2558505160746848,seq,0.25352882892545414,0.007357419184618435,0.23910855230443795,0.26794910554647033,1
2,20000,5,stress,ccmar,0.2558505160746848,full,0.25693772319308167,0.0033912168960064876,0.25029106021314523,0.2635843861730181,1
2,20000,5,stress,ccmar,0.2558505160746848,cc,0.2643172789157956,0.006697015925527474,0.2511913688978706,0.2774431889337206,1
2,20000,5,stress,ccmar,0.2558505160746848,seq,0.2663318738883797,0.00656384964250319,0.25346696498913734,0.27919678278762206,1
3,20000,5,stress,ccmar,0.2558505160746848,full,0.2542442905244022,0.0034920135681556818,0.24740006969729184,0.2610885113515125,1
3,20000,5,stress,ccmar,0.2558505160746848,cc,0.23961101160270692,0.006825922030517368,0.22623245026161437,0.2529895729437995,0
3,20000,5,stress,ccmar,0.2558505160746848,seq,0.24054680258247813,0.00650352542934345,0.22780012696842458,0.2532934781965317,0
4,20000,5,stress,ccmar,0.2558505160746848,full,0.2490067963702441,0.003232798729033885,0.2426706272920708,0.2553429654484174,0
4,20000,5,stress,ccmar,0.2558505160746848,cc,0.2580314535313566,0.0059070687199583765,0.24645381158603505,0.2696090954766781,1
4,20000,5,stress,ccmar,0.2558505160746848,seq,0.2559371668975033,0.005852453954939144,0.24446656792464355,0.267407765870363,1
5,20000,5,stress,ccmar,0.2558505160746848,full,0.2498112102983836,0.003221885216956757,0.24349643131082635,0.2561259892859409,1
5,20000,5,stress,ccmar,0.2558505160746848,cc,0.2415168294089311,0.005766764900381556,0.23021417789687354,0.25281948092098866,0
5,20000,5,stress,ccmar,0.2558505160746848,seq,0.23946137277615276,0.005668376095795753,0.22835155977756533,0.2505711857747402,0
6,20000,5,stress,ccmar,0.2558505160746848,full,0.25599400230185404,0.0033962073567989142,0.2493375581984982,0.2626504464052099,1
6,20000,5,stress,ccmar,0.2558505160746848,cc,0.24256047681625487,0.005694251550016328,0.23139994885931148,0.25372100477319826,0
6,20000,5,stress,ccmar,0.2558505160746848,seq,0.24484124430362417,0.005518664950830082,0.2340248597572537,0.25565762884999466,0
7,20000,5,stress,ccmar,0.2558505160746848,full,0.259444167477532,0.0033761496499747938,0.2528270357571639,0.2660612991979001,1
7,20000,5,stress,ccmar,0.2558505160746848,cc,0.26945710811196655,0.006426674407201799,0.2568610577334857,0.2820531584904474,0
7,20000,5,stress,ccmar,0.2558505160746848,seq,0.2705060848593787,0.006239113341161922,0.258277647415238,0.2827345223035194,0
8,20000,5,stress,ccmar,0.2558505160746848,full,0.251511856738971,0.0034158020650877103,0.2448170077130815,0.25820670576486043,1
8,20000,5,stress,ccmar,0.2558505160746848,cc,0.2630601835460505,0.006781148730189003,0.2497693762610705,0.27635099083103043,1
8,20000,5,stress,ccmar,0.2558505160746848,seq,0.2631083302210659,0.006985482857374021,0.24941703540599086,0.2767996250361409,1
9,20000,5,stress,ccmar,0.2558505160746848,full,0.2558143393657874,0.0034202811890469693,0.2491107114182555,0.2625179673133193,1
9,20000,5,stress,ccmar,0.2558505160746848,cc,0.25662325769196304,0.007142719567300963,0.24262378458838363,0.27062273079554244,1
9,20000,5,stress,ccmar,0.2558505160746848,seq,0.25672087397250687,0.007009088396714654,0.24298331315048854,0.2704584347945252,1
10,20000,5,stress,ccmar,0.2558505160746848,full,0.2646955548699532,0.0034387451115389716,0.25795573829932367,0.2714353714405828,0
10,20000,5,stress,ccmar,0.2558505160746848,cc,0.2629802377110903,0.005237002517316571,0.2527159013902042,0.2732445740319764,1
