replicate,n,scenario,psi,estimator,estimate,se,ci_lo,ci_hi,covered
1,2500,seqmar,0.2558505160746848,full,0.25435406429640717,0.009231951973743721,0.236259770920866,0.2724483576719483,1
1,2500,seqmar,0.2558505160746848,cc,0.21991871154036766,0.019480809196087176,0.1817370271263401,0.2581003959543952,1
1,2500,seqmar,0.2558505160746848,cc_ccproj,0.21984711975617902,0.018820153708408144,0.1829602963041911,0.2567339432081669,1
1,2500,seqmar,0.2558505160746848,seq,0.25679529795216366,0.013610153111247707,0.23011988803004238,0.2834707078742849,1
2,2500,seqmar,0.2558505160746848,full,0.2586850197203308,0.009776372579151862,0.23952368156574821,0.2778463578749134,1
2,2500,seqmar,0.2558505160746848,cc,0.2114501071550495,0.020019624345935752,0.1722123644529942,0.2506878498571048,0
2,2500,seqmar,0.2558505160746848,cc_ccproj,0.21208119165042585,0.019771219182707637,0.17333031412187144,0.25083206917898027,0
2,2500,seqmar,0.2558505160746848,seq,0.23959801720852034,0.014002000220934738,0.21215460106396636,0.2670414333530743,1
3,2500,seqmar,0.2558505160746848,full,0.26846105677271587,0.00873659025156192,0.25133765453197077,0.28558445901346097,1
3,2500,seqmar,0.2558505160746848,cc,0.2280017248770769,0.012442925908752255,0.20361403823362215,0.2523894115205316,0
3,2500,seqmar,0.2558505160746848,cc_ccproj,0.22390129777291823,0.012792966181472352,0.19882754480179352,0.24897505074404294,0
3,2500,seqmar,0.2558505160746848,seq,0.2629964460289847,0.017562750528556395,0.22857408752355235,0.29741880453441705,1
4,2500,seqmar,0.2558505160746848,full,0.24045720362439751,0.00901224966090314,0.22279351886934404,0.25812088837945096,1
4,2500,seqmar,0.2558505160746848,cc,0.19351611872206073,0.012795222858548254,0.1684379427451425,0.21859429469897895,0
4,2500,seqmar,0.2558505160746848,cc_ccproj,0.1918264992262179,0.012903326191565359,0.1665364446099774,0.21711655384245837,0
4,2500,seqmar,0.2558505160746848,seq,0.2339044327418039,0.015008763159807391,0.20448779749608983,0.263321067987518,1
5,2500,seqmar,0.2558505160746848,full,0.269271663916397,0.009359833765749783,0.25092672683424555,0.28761660099854847,1
5,2500,seqmar,0.2558505160746848,cc,0.22724273751677948,0.02286726805501796,0.182423715704121,0.272061759329438,1
5,2500,seqmar,0.2558505160746848,cc_ccproj,0.22644048797878194,0.02288075242182218,0.18159503729283286,0.27128593866473105,1
5,2500,seqmar,0.2558505160746848,seq,0.2588828243668093,0.01577820940107691,0.22795810220016727,0.28980754653345137,1
6,2500,seqmar,0.2558505160746848,full,0.24943683218046245,0.010189780610221584,0.22946522917406356,0.2694084351868613,1
6,2500,seqmar,0.2558505160746848,cc,0.20769102669065623,0.019314497800567952,0.16983530662206495,0.2455467467592475,0
6,2500,seqmar,0.2558505160746848,cc_ccproj,0.21317993975700034,0.01879245468729711,0.17634740538879706,0.2500124741252036,0
6,2500,seqmar,0.2558505160746848,seq,0.25294670705666067,0.013279609708226267,0.22691915029978874,0.27897426381353263,1
