scenario,replicate,estimate_full,se_full,estimate_coarsened,se_coarsened,estimate_sequential,se_sequential,complete_proportion,l1_only_proportion,neither_proportion,min_pi1_oof,min_pi2_oof,min_pis_oof
Sequential-MAR,30,0.48481458990199794,0.03735634856016319,0.44823285058628176,0.06650528986225394,0.47036008623749764,0.05573690124964726,0.319,0.50625,0.17475,0.6468372493523384,0.16693869499262,0.030686520648014116
Sequential-MAR,31,0.5473336250876852,0.03473253429239579,0.6369500833369781,0.08884366428274093,0.6276094507519727,0.06789162900201524,0.31525,0.51025,0.1745,0.663650475791079,0.10571998070074062,0.025
Sequential-MAR,32,0.40909956976777084,0.037267004849230546,0.4306305929088544,0.07689385177652937,0.42493059280713497,0.05859848776933594,0.31325,0.5225,0.16425,0.7790528306256244,0.13481972724898586,0.04005720440039093
Sequential-MAR,33,0.5601174705664543,0.035321464283599925,0.5074461024243766,0.0758705012171959,0.5307125881048496,0.07369150438112372,0.313,0.51625,0.17075,0.6788523667511024,0.13640150343011978,0.03547180128604419
Sequential-MAR,34,0.48181474222664433,0.03626454112267389,0.39256961242300703,0.09792562533017367,0.42148692122459774,0.05938024184728303,0.321,0.50675,0.17225,0.6525319334054315,0.15913973397878192,0.025
Sequential-MAR,35,0.5034068597372261,0.036999812164617646,0.45811953802459754,0.0734920316489011,0.45183886585677574,0.05733580519633928,0.31275,0.512,0.17525,0.6966943897800646,0.12859018826253718,0.025
Sequential-MAR,36,0.5324692065181278,0.03893403641699424,0.5581308357876871,0.07607323917089673,0.560313262032043,0.07631856949803505,0.307,0.5215,0.1715,0.713648958538139,0.13922443843324225,0.04501105567476873
Sequential-MAR,37,0.5747248396530173,0.03592770912134249,0.6398119936475211,0.06613729731755255,0.6950793749057035,0.05084530913274257,0.317,0.50225,0.18075,0.7035749600239486,0.14429211780501883,0.034141445614385826
Sequential-MAR,38,0.4939746351699934,0.03700681659919623,0.4755195027471473,0.06699123711407229,0.5111733559009741,0.05203299675096596,0.31975,0.513,0.16725,0.6665076209074007,0.14369325101794178,0.031202421932601712
Sequential-MAR,39,0.5180975891006715,0.03580201252149832,0.5569006879333058,0.16456234396067154,0.5338601978045783,0.060058477382365416,0.30475,0.5255,0.16975,0.7403371294366972,0.14026977257344764,0.025
Sequential-MAR,40,0.43698118514146833,0.034447462614465345,0.43543000846246543,0.07296313077400467,0.39180131088339804,0.05121031859219684,0.31625,0.5065,0.17725,0.650419987757978,0.1617842080866127,0.039922829727586935
Sequential-MAR,41,0.45516622489160646,0.03883548356965207,0.42563807369926293,0.074992819085132,0.44365499894007104,0.06002120750281224,0.3185,0.5125,0.169,0.6671515899599666,0.11655802780867278,0.058349164298329426
Sequential-MAR,42,0.4945410272819936,0.0362410731340312,0.4072375037690719,0.0828664416892295,0.44377073056170907,0.06411382908817102,0.314,0.51275,0.17325,0.6626777366428965,0.10005277079764395,0.05275190538882946
Sequential-MAR,43,0.5492029575425104,0.03492762038074464,0.5321747571134131,0.07419478641183204,0.4990761249663407,0.05962461791987379,0.306,0.514,0.18,0.6545941128391622,0.15586692609523795,0.025
Sequential-MAR,44,0.4371831375277427,0.037399012427577975,0.4811466546179945,0.07288623837779962,0.49005767209536416,0.06454912323935545,0.308,0.5115,0.1805,0.6909398953209346,0.12848768555100926,0.05992191403555057
Sequential-MAR,45,0.4887159527093481,0.0362804821419294,0.4791625975592848,0.07421369952001956,0.44628193703823477,0.052578109347058276,0.323,0.5115,0.1655,0.7186819545697262,0.1556964661884466,0.05459451335606734
Sequential-MAR,46,0.4922403071644961,0.036453451700967456,0.5076064878789662,0.07482994582743349,0.5463792688752988,0.05395669890379268,0.327,0.509,0.164,0.7264190494301761,0.1910141837203554,0.05144769084680986
Sequential-MAR,47,0.4754576571111936,0.03892605017334907,0.39337859408013065,0.08939226636689059,0.43406514114112454,0.06609674366397988,0.32225,0.505,0.17275,0.6357356365581375,0.13272864242955493,0.025
Sequential-MAR,48,0.5341177475026733,0.03659511333815185,0.5698362344378708,0.08158937002016643,0.5814358025068058,0.057436683316118904,0.3235,0.5015,0.175,0.6770678263792678,0.1573252836444222,0.025
Sequential-MAR,49,0.4556417282164337,0.03910570867825469,0.5350384672626673,0.08651781604103609,0.44116571611751126,0.07191871177821503,0.308,0.52425,0.16775,0.6771915804794847,0.15979821842395525,0.042744534798575984
Sequential-MAR,50,0.507717717520498,0.034938922915182184,0.4569967207654714,0.08186934979816785,0.5379026144415465,0.05810151237384283,0.3275,0.5035,0.169,0.6176346249679643,0.17116733031106046,0.05480349257771783
Sequential-MAR,51,0.5325861323113988,0.03606361631407934,0.47328892913252163,0.07477506329179708,0.4878395017199585,0.06352390577737972,0.3235,0.50375,0.17275,0.6767840211680038,0.1678314538658827,0.025
Sequential-MAR,52,0.4853634505109992,0.035964942582022666,0.4456025471124958,0.08024737519701951,0.4029125283568984,0.0653787368235178,0.31,0.51525,0.17475,0.642583613010829,0.16757468647983315,0.04898222112248563
Sequential-MAR,53,0.4770413045372633,0.03593816176886992,0.5177681559921701,0.07449393038550119,0.4645958761200386,0.0619123727558563,0.30525,0.53175,0.163,0.6844245521368957,0.15329401256411782,0.032941035505505374
Sequential-MAR,54,0.4552021287523105,0.04005238403144733,0.48835850808998305,0.07072672095487882,0.4370373621567581,0.061077328543829655,0.3215,0.509,0.1695,0.7384487019976403,0.14574036874479124,0.05569767044444366
Sequential-MAR,55,0.5220452095732842,0.036260826314239686,0.5275086194638497,0.05793167899660863,0.5012780185928268,0.051361953349528054,0.31325,0.52175,0.165,0.7221987051918429,0.16539247110019195,0.061099803903531404
Sequential-MAR,56,0.45171966899772215,0.03770795395309296,0.46692592497575935,0.08049335702007429,0.47368220375083364,0.06014375137860706,0.31775,0.513,0.16925,0.6676306782009126,0.133338271742005,0.02953554130476691
Sequential-MAR,57,0.5366534315464456,0.03918591927127349,0.4936322499537215,0.06831307581245163,0.5518878332779243,0.055877214295315586,0.3075,0.50925,0.18325,0.6577535783252376,0.12253046854119727,0.033206028456978294
Sequential-MAR,58,0.49159742808725393,0.03766741368367125,0.513618938617691,0.07035124792628887,0.523300920454501,0.06608307072955243,0.314,0.51125,0.17475,0.6480851369776437,0.13913492483902135,0.047010762964191925
Sequential-MAR,59,0.5181097755139487,0.038054302103040664,0.5099169950889619,0.08082363535504608,0.49420632053345004,0.05723832617168691,0.322,0.5075,0.1705,0.673845638289356,0.12755129705074028,0.025
Sequential-MAR,60,0.5051516115695054,0.035901684658486054,0.3547967646553112,0.072223112114143,0.4338059069906684,0.07016780080956228,0.3215,0.5145,0.164,0.7266186168793545,0.12214867394226012,0.04712146809254516
Sequential-MAR,61,0.5100998289821052,0.03682189826587218,0.5487891519183019,0.06606905243692329,0.5273795350825401,0.05661051235681676,0.3245,0.50525,0.17025,0.6171382851617944,0.13950527943060295,0.03772310766668838
Sequential-MAR,62,0.5103332924779196,0.038945305183928455,0.6568045911529072,0.09834007517370999,0.49037016247665355,0.07011250159076142,0.31825,0.50325,0.1785,0.6088044826349772,0.17262037583444653,0.05064456744071921
Sequential-MAR,63,0.4529269694356926,0.03726138134596516,0.5612234920288943,0.0724981924928089,0.4729751417246737,0.055958291617186295,0.31775,0.5125,0.16975,0.6572920782526153,0.1456471401806135,0.03748279269947269
Sequential-MAR,64,0.4903509845539055,0.03898788760577698,0.39750607935343046,0.07508485420379366,0.38403144786012755,0.06265266635545781,0.319,0.50775,0.17325,0.7048455582979314,0.1558208593648907,0.053407436204804336
Sequential-MAR,65,0.536159264773213,0.03521915891547319,0.6164148867990586,0.08656558388238972,0.5165256556861997,0.053356076651225534,0.31525,0.4995,0.18525,0.624876829473406,0.16836670669739998,0.025
Sequential-MAR,66,0.4284634749446036,0.03560619908035407,0.4002175688975688,0.0636006938725836,0.35276433911439914,0.05319628859527745,0.3085,0.52475,0.16675,0.6740930013729188,0.1369007381631546,0.037110228780230445
Sequential-MAR,67,0.5370249496305006,0.03887612684913771,0.5099439268291243,0.07474569422754843,0.5152890882342224,0.06124409183929116,0.31175,0.51225,0.176,0.616199298038867,0.12701848404317118,0.026229877128966305
Sequential-MAR,68,0.5015942325635087,0.036652981646031035,0.4758206675353289,0.07064615650409461,0.5190608264111983,0.06080375351171993,0.3145,0.51825,0.16725,0.7070510715617341,0.11288853945283246,0.029105141783614223
Sequential-MAR,69,0.5158700813458472,0.03861698701473387,0.6022789139024645,0.07477280584268348,0.5256692944388753,0.054722485098396605,0.31325,0.5215,0.16525,0.6897805095493704,0.15602589606274156,0.044911515008146594
Sequential-MAR,70,0.5032284494066153,0.038325616559447516,0.5359028389202011,0.08402302229970773,0.5887237674275378,0.05928967803810776,0.317,0.51525,0.16775,0.6492439891131525,0.1358046480921931,0.03318438835828378
Sequential-MAR,71,0.492333494459276,0.035016230025499036,0.5279645928548011,0.07627707111876308,0.4557625882033136,0.055225758084933935,0.316,0.51275,0.17125,0.6959120832145925,0.17483418812775256,0.03011271366108134
Sequential-MAR,72,0.46327913894908485,0.03869811005921509,0.4849331698115329,0.06502246671363658,0.5066583669647741,0.055011503364336474,0.314,0.50875,0.17725,0.7144535623446205,0.17500772966226097,0.03750911517010674
Sequential-MAR,73,0.47788374866742245,0.0366808551840001,0.5170100588613642,0.07233186054469123,0.41803688376439474,0.05719019974049583,0.3065,0.51875,0.17475,0.670040546698813,0.1295238019889432,0.025
Sequential-MAR,74,0.5182437702633553,0.03744735816588144,0.47688293533392223,0.06693307698956255,0.4974184592072825,0.053850133442724823,0.3185,0.50925,0.17225,0.6261882018664454,0.16869402427942515,0.02971037717608231
Sequential-MAR,75,0.5212430078044293,0.037117957643321896,0.46857838214883224,0.08759537944556862,0.4261381438065209,0.05712354737787942,0.32225,0.511,0.16675,0.6812225154664767,0.13821474574732526,0.046349013548908094
Sequential-MAR,76,0.4520247310574029,0.03654335261946183,0.42961090607596675,0.07364675003570226,0.41408093348265096,0.0729605498215981,0.299,0.53275,0.16825,0.6986165615822582,0.12634777474868567,0.027055019589789744
Sequential-MAR,77,0.5540259481343703,0.03583043489713456,0.5159884187980404,0.05995951458028109,0.5720683698320372,0.059219287389072166,0.32025,0.50875,0.171,0.6688732177704205,0.14911418656565661,0.0513488102522259
Sequential-MAR,78,0.5243652110370267,0.03774603408658961,0.5169470646391271,0.08969893995546124,0.5428850990888214,0.05671202684812496,0.312,0.50775,0.18025,0.6692677924926419,0.1436234761415021,0.025
Sequential-MAR,79,0.5539366441512769,0.0355990462072883,0.6504222684585609,0.08260036218998999,0.6147910943321274,0.05253255582799957,0.31025,0.5135,0.17625,0.7287492227329496,0.12793839082079303,0.0437623875985451
Sequential-MAR,80,0.543494304423689,0.03861845198377462,0.4606962456832431,0.08874451946525118,0.5373170483849252,0.06930143867948205,0.30625,0.52175,0.172,0.6815120317283927,0.15669700698573502,0.047943115706722494
Sequential-MAR,81,0.5101268233223648,0.03659164127860869,0.5417228371878946,0.0896679399821987,0.46093680764085704,0.06112261002644668,0.30975,0.50675,0.1835,0.6461682279870717,0.15284764125025613,0.025
Sequential-MAR,82,0.48434066414310656,0.03635840225751566,0.44217378102742133,0.06641122113167366,0.47227832830722466,0.05935847596973045,0.3285,0.50325,0.16825,0.6993841467496575,0.1349794062956838,0.04978251124543572
Sequential-MAR,83,0.49458661064876686,0.03615644631166382,0.5048239119138175,0.07498230051548455,0.5325109418356405,0.07031403204604171,0.30725,0.51525,0.1775,0.619261841004123,0.11931364155189299,0.033590220393773816
Sequential-MAR,84,0.5705112979686688,0.037193570199610955,0.6311563651366771,0.069395358661017,0.5982700800309847,0.0569832684551083,0.3195,0.512,0.1685,0.6443552014139292,0.1319756436777165,0.037905274534564284
Sequential-MAR,85,0.47067442654940045,0.03636478387110042,0.45603811890697976,0.06723716824108299,0.43140368728345735,0.06638428858133782,0.30775,0.52125,0.171,0.713735251925886,0.15025996455236632,0.02742435251449603
Sequential-MAR,86,0.4765353357302583,0.037511217776120306,0.46943536958477816,0.07100006452346642,0.5218651201036599,0.05530170571708806,0.32825,0.50775,0.164,0.6567730640939781,0.16781130630596522,0.03755963047146628
Sequential-MAR,87,0.5009734354250889,0.041529225308218065,0.4689592112825251,0.13617430822664173,0.4982039608534707,0.07527871749011422,0.30925,0.521,0.16975,0.7310689514713976,0.1587410566302956,0.053297280908498994
Sequential-MAR,88,0.5264984857991303,0.034942993951724906,0.5230553594104826,0.09311301484976445,0.5155619911489231,0.06230294819819184,0.30975,0.51325,0.177,0.6705770897308921,0.12470274157339806,0.054885891270364466
Sequential-MAR,89,0.46608743865124985,0.03601500519941553,0.44294373146067373,0.07178194831315562,0.4376461574215063,0.060853835717490666,0.31325,0.52175,0.165,0.7310316628016071,0.15545889437116614,0.058355305842238504
Sequential-MAR,90,0.5251713784385315,0.03818030600743211,0.5655537668316534,0.07020698388812344,0.5418567944979656,0.057957229884898265,0.31,0.50875,0.18125,0.6579261374897641,0.14291910563840757,0.031243547487629555
Sequential-MAR,91,0.5271416131088831,0.03649850548459832,0.5994459824677151,0.06117400937473478,0.5825267467549268,0.05564461276139279,0.32925,0.48975,0.181,0.7344978688986467,0.1611801676944875,0.05194394796454857
Sequential-MAR,92,0.516641648629304,0.03725985099763309,0.592261726848608,0.09127885707996608,0.547010274231064,0.06971658879441198,0.32025,0.50925,0.1705,0.6258864915669868,0.16734109373629136,0.029465518031361316
Sequential-MAR,93,0.4603936626448334,0.03600317644486935,0.45720594172443374,0.06419452590020495,0.48478568033029185,0.05716549167689916,0.319,0.50875,0.17225,0.7196163403793812,0.1366810285079632,0.04639211627511268
Sequential-MAR,94,0.4393238641631834,0.03670236264185135,0.3624543619997871,0.06501477626607359,0.4172766709930153,0.056544138161681266,0.3225,0.499,0.1785,0.7012582519630176,0.14971944523324962,0.028991183789007776
Sequential-MAR,95,0.5639622461487882,0.03665099852932829,0.618842239179014,0.0725869955457446,0.5820281145089213,0.05772987563116835,0.311,0.52075,0.16825,0.6497397814684975,0.1357906430675692,0.052929486775538034
Sequential-MAR,96,0.5446248146728739,0.03999749309458256,0.5475409755109084,0.07899024947711018,0.5155127937948817,0.07133441640449516,0.323,0.49225,0.18475,0.6718010781665875,0.1829904273843614,0.04355777506521613
Sequential-MAR,97,0.5072982987789455,0.0378233349287849,0.5574999164472856,0.07674797249408562,0.5320419006121927,0.05994503033362766,0.31325,0.521,0.16575,0.6928379102872771,0.1648313731833652,0.05193288805569354
Sequential-MAR,98,0.5038350143458247,0.03860412234759337,0.44659091831894654,0.07926932698078344,0.40448187920809553,0.07252638873737348,0.321,0.50825,0.17075,0.7189876074231623,0.15505441421740562,0.039016368833694234
Sequential-MAR,99,0.5662967304730123,0.03754181212303537,0.5258888498850831,0.06871632182076755,0.5551487779912306,0.05605105565421786,0.32275,0.51,0.16725,0.7174058915381307,0.14604747987945532,0.025
Sequential-MAR,100,0.508773843948437,0.03728743337873822,0.5504407193717552,0.07253463342202048,0.47648524877148446,0.06075835634402587,0.30975,0.5285,0.16175,0.6664346084789294,0.13677359774946854,0.03885626653216708
